word,phonetic,meaning,part_of_speech,level
exciting,/ɪkˈsaɪtɪŋ/,令人兴奋的,adj.,A2
exercise,/ˈɛksərsaɪz/,锻炼；练习,"n., v.",A2
expensive,/ɪkˈspɛnsɪv/,昂贵的,adj.,A2
explain,/ɪkˈspleɪn/,解释,v.,A2
eye,/aɪ/,眼睛,n.,A2
fact,/fækt/,事实,n.,A2
fall,/fɔl/,掉落；秋天,"v., n.",A2
FALSE,/fɔls/,假的；错误的,adj.,A2
family,/ˈfæməli/,家庭；家人,"n., adj.",A2
famous,/ˈfeɪməs/,著名的,adj.,A2
fantastic,/fænˈtæstɪk/,极好的,adj.,A2
farmer,/ˈfɑrmər/,农民,n.,A2
fast,/fæst/,快的；快速地,"adj., adv.",A2
father,/ˈfɑðər/,父亲,n.,A2
favorite,/ˈfeɪvərɪt/,最喜欢的,"adj., n.",A2
February,/ˈfɛbruˌɛri/,二月,n.,A2
feeling,/ˈfilɪŋ/,感觉；情感,n.,A2
festival,/ˈfɛstəvəl/,节日,n.,A2
few,/fju/,少数的；几个,"det./adj., pron.",A2
fifteen,/ˌfɪfˈtin/,十五,number,A2
fifth,/fɪfθ/,第五,number,A2
fifty,/ˈfɪfti/,五十,number,A2
fill,/fɪl/,填充；装满,v.,A2
find,/faɪnd/,找到；发现,v.,A2
fine,/faɪn/,好的；罚款,adj.,A2
five,/faɪv/,五,number,A2
flight,/flaɪt/,航班；飞行,n.,A2
floor,/flɔr/,地板；楼层,n.,A2
flower,/ˈflaʊər/,花,n.,A2
follow,/ˈfɑloʊ/,跟随,v.,A2
food,/fud/,食物,n.,A2
foot,/fʊt/,脚,n.,A2
football,/ˈfʊtˌbɔl/,足球,n.,A2
for,/fɔr/,为了；对于,prep.,A2
country,/ˈkʌntri/,国家；乡村,n.,A2
course,/kɔrs/,课程；路线,n.,A2
cousin,/ˈkʌzən/,堂/表兄弟姐妹,n.,A2
cow,/kaʊ/,奶牛,n.,A2
create,/kriˈeɪt/,创造,v.,A2
culture,/ˈkʌltʃər/,文化,n.,A2
cup,/kʌp/,杯子,n.,A2
customer,/ˈkʌstəmər/,顾客,n.,A2
dad,/dæd/,爸爸,n.,A2
dance,/dæns/,跳舞；舞蹈,"n., v.",A2
dancer,/ˈdænsər/,舞者,n.,A2
dancing,/ˈdænsɪŋ/,跳舞,n.,A2
dangerous,/ˈdeɪndʒərəs/,危险的,adj.,A2
daughter,/ˈdɔtər/,女儿,n.,A2
day,/deɪ/,天；白天,n.,A2
dear,/dɪr/,亲爱的,adj.,A2
December,/dɪˈsɛmbər/,十二月,n.,A2
decide,/dɪˈsaɪd/,决定,v.,A2
delicious,/dɪˈlɪʃəs/,美味的,adj.,A2
describe,/dɪˈskraɪb/,描述,v.,A2
description,/dɪˈskrɪpʃən/,描述,n.,A2
design,/dɪˈzaɪn/,设计,"n., v.",A2
desk,/dɛsk/,书桌；办公桌,n.,A2
dialogue,/ˈdaɪəˌlɔɡ/,对话,n.,A2
dictionary,/ˈdɪkʃəˌnɛri/,词典,n.,A2
die,/daɪ/,死亡,v.,A2
diet,/ˈdaɪət/,饮食；节食,n.,A2
difference,/ˈdɪfərəns/,区别；差异,n.,A2
different,/ˈdɪfrənt/,不同的,adj.,A2
difficult,/ˈdɪfəkəlt/,困难的,adj.,A2
dinner,/ˈdɪnər/,晚餐,n.,A2
dirty,/ˈdɝti/,脏的,adj.,A2
discuss,/dɪˈskʌs/,讨论,v.,A2
dish,/dɪʃ/,盘子；菜肴,n.,A2
do1,/du/,做；干,"v., auxiliary v.",A2
doctor,/ˈdɑktər/,医生,n.,A2
dog,/dɔɡ/,狗,n.,A2
dollar,/ˈdɑlər/,美元,n.,A2
door,/dɔr/,门,n.,A2
down,/daʊn/,向下；下面,"adv., prep.",A2
draw,/drɔ/,画；拉,v.,A2
dress,/drɛs/,连衣裙；穿衣,"n., v.",A2
drink,/drɪŋk/,喝；饮料,"n., v.",A2
driver,/ˈdraɪvər/,司机,n.,A2
during,/ˈdʊrɪŋ/,在……期间,prep.,A2
DVD,/ˌdiˌviˈdi/,DVD光盘,n.,A2
each,/itʃ/,每个；各自,det./pron./adv.,A2
ear,/ɪr/,耳朵,n.,A2
early,/ˈɝli/,早的；早地,"adj., adv.",A2
east,/ist/,东方；东部,"n., adj., adv.",A2
easy,/ˈizi/,容易的,adj.,A2
band,/bænd/,乐队；带子,n.,A2
butter,/ˈbʌtər/,黄油,n.,A2
buy,/baɪ/,买,v.,A2
baseball,/ˈbeɪsˌbɔl/,棒球,n.,A2
bye,/baɪ/,再见,exclam.,A2
basketball,/ˈbæskətˌbɔl/,篮球,n.,A2
cafe,/kæˈfeɪ/,咖啡馆,n.,A2
bath,/bæθ/,洗澡；浴缸,n.,A2
cake,/keɪk/,蛋糕,n.,A2
bathroom,/ˈbæθˌrum/,浴室；卫生间,n.,A2
call,/kɔl/,打电话；呼叫,"v., n.",A2
be,/bi/,是；存在,"v., auxiliary v.",A2
beach,/bitʃ/,海滩,n.,A2
camera,/ˈkæmərə/,相机,n.,A2
can1,/kæn/,能够；可以,modal v.,A2
beautiful,/ˈbjutəfəl/,美丽的,adj.,A2
cannot,/ˈkænɑt/,不能,modal v.,A2
because,/bɪˈkɔz/,因为,conj.,A2
capital,/ˈkæpətəl/,首都；资本；大写字母,"n., adj.",A2
become,/bɪˈkʌm/,成为,v.,A2
car,/kɑr/,汽车,n.,A2
bed,/bɛd/,床,n.,A2
card,/kɑrd/,卡片；银行卡,n.,A2
bedroom,/ˈbɛdˌrum/,卧室,n.,A2
career,/kəˈrɪr/,职业；事业,n.,A2
beer,/bɪr/,啤酒,n.,A2
carrot,/ˈkærət/,胡萝卜,n.,A2
carry,/ˈkæri/,携带；运送,v.,A2
begin,/bɪˈɡɪn/,开始,v.,A2
cat,/kæt/,猫,n.,A2
beginning,/bɪˈɡɪnɪŋ/,开始；开端,n.,A2
CD,/ˌsiˈdi/,光盘,n.,A2
behind,/bɪˈhaɪnd/,在……后面,"prep., adv.",A2
cent,/sɛnt/,分,n.,A2
believe,/bɪˈliv/,相信,v.,A2
below,/bɪˈloʊ/,在……下面,"adv., prep.",A2
change,/tʃeɪndʒ/,改变；零钱,"v., n.",A2
bicycle,/ˈbaɪsɪkəl/,自行车,n.,A2
big,/bɪɡ/,大的,adj.,A2
cheese,/tʃiz/,奶酪,n.,A2
bike,/baɪk/,自行车,n.,A2
chicken,/ˈtʃɪkən/,鸡；鸡肉,n.,A2
child,/tʃaɪld/,孩子,n.,A2
bird,/bɝd/,鸟,n.,A2
chocolate,/ˈtʃɑklət/,巧克力,n.,A2
birthday,/ˈbɝθˌdeɪ/,生日,n.,A2
choose,/tʃuz/,选择,v.,A2
black,/blæk/,黑色的,"adj., n.",A2
city,/ˈsɪti/,城市,n.,A2
blog,/blɑɡ/,博客,n.,A2
class,/klæs/,班级；课程,n.,A2
blond,/blɑnd/,金发的,adj.,A2
classroom,/ˈklæsˌrum/,教室,n.,A2
blue,/blu/,蓝色的,"adj., n.",A2
clean,/klin/,干净的；清洁,"adj., v.",A2
boat,/boʊt/,船,n.,A2
body,/ˈbɑdi/,身体,n.,A2
clock,/klɑk/,时钟,n.,A2
boot,/but/,靴子,n.,A2
clothes,/kloʊðz/,衣服,n.,A2
bored,/bɔrd/,无聊的,adj.,A2
club,/klʌb/,俱乐部,n.,A2
boring,/ˈbɔrɪŋ/,无聊的,adj.,A2
coat,/koʊt/,外套,n.,A2
born,/bɔrn/,出生的,v.,A2
coffee,/ˈkɔfi/,咖啡,n.,A2
both,/boʊθ/,两者都,det./pron.,A2
cold,/koʊld/,冷的；感冒,"adj., n.",A2
bottle,/ˈbɑtəl/,瓶子,n.,A2
college,/ˈkɑlɪdʒ/,大学；学院,n.,A2
box,/bɑks/,盒子；箱子,n.,A2
color,/ˈkʌlər/,颜色,n.,A2
boy,/bɔɪ/,男孩,n.,A2
come,/kʌm/,来,v.,A2
boyfriend,/ˈbɔɪˌfrɛnd/,男朋友,n.,A2
common,/ˈkɑmən/,常见的；普通的,adj.,A2
bread,/brɛd/,面包,n.,A2
company,/ˈkʌmpəni/,公司,n.,A2
break,/breɪk/,休息；打破,"v., n.",A2
compare,/kəmˈpɛr/,比较,v.,A2
breakfast,/ˈbrɛkfəst/,早餐,n.,A2
complete,/kəmˈplit/,完整的；完成,"adj., v.",A2
bring,/brɪŋ/,带来,v.,A2
computer,/kəmˈpjutər/,电脑,n.,A2
brother,/ˈbrʌðər/,兄弟,n.,A2
concert,/ˈkɑnsɝt/,音乐会,n.,A2
brown,/braʊn/,棕色的,"adj., n.",A2
conversation,/ˌkɑnvərˈseɪʃən/,谈话,n.,A2
build,/bɪld/,建造,v.,A2
building,/ˈbɪldɪŋ/,建筑物,n.,A2
cooking,/ˈkʊkɪŋ/,烹饪,n.,A2
bus,/bʌs/,公共汽车,n.,A2
business,/ˈbɪznəs/,生意；商业,n.,A2
correct,/kəˈrɛkt/,正确的；改正,"adj., v.",A2
busy,/ˈbɪzi/,忙碌的,adj.,A2
cost,/kɔst/,花费；费用,"n., v.",A2
could,/kʊd/,可以；可能,modal v.,A2
"a,",/ə/,一个；一名,an indefinite article,A2
about,/əˈbaʊt/,关于；大约,"prep., adv.",A2
above,/əˈbʌv/,在……上面,"prep., adv.",A2
across,/əˈkrɔs/,穿过；在……对面,"prep., adv.",A2
action,/ˈækʃən/,行动；动作,n.,A2
activity,/ækˈtɪvəti/,活动,n.,A2
actor,/ˈæktər/,男演员,n.,A2
actress,/ˈæktrəs/,女演员,n.,A2
add,/æd/,添加,v.,A2
advice,/ədˈvaɪs/,建议,n.,A2
afraid,/əˈfreɪd/,害怕的,adj.,A2
afternoon,/ˌæftərˈnun/,下午,n.,A2
again,/əˈɡɛn/,再次,adv.,A2
ago,/əˈɡoʊ/,以前,adv.,A2
agree,/əˈɡri/,同意,v.,A2
air,/ɛr/,空气,n.,A2
airport,/ˈɛrˌpɔrt/,机场,n.,A2
also,/ˈɔlsoʊ/,也,adv.,A2
always,/ˈɔlweɪz/,总是,adv.,A2
amazing,/əˈmeɪzɪŋ/,令人惊叹的,adj.,A2
and,/ænd/,和；以及,conj.,A2
angry,/ˈæŋɡri/,生气的,adj.,A2
animal,/ˈænəməl/,动物,n.,A2
another,/əˈnʌðər/,另一个,det./pron.,A2
answer,/ˈænsər/,答案；回答,"n., v.",A2
anyone,/ˈɛniˌwʌn/,任何人,pron.,A2
anything,/ˈɛniˌθɪŋ/,任何事物,pron.,A2
apartment,/əˈpɑrtmənt/,公寓,n.,A2
apple,/ˈæpəl/,苹果,n.,A2
April,/ˈeɪprəl/,四月,n.,A2
area,/ˈɛriə/,地区；区域,n.,A2
arm,/ɑrm/,手臂,n.,A2
around,/əˈraʊnd/,在……周围；大约,"prep., adv.",A2
arrive,/əˈraɪv/,到达,v.,A2
art,/ɑrt/,艺术,n.,A2
article,/ˈɑrtɪkəl/,文章；物品,n.,A2
artist,/ˈɑrtɪst/,艺术家,n.,A2
ask,/æsk/,询问；请求,v.,A2
at,/æt/,在；向,prep.,A2
August,/ˈɔɡəst/,八月,n.,A2
aunt,/ænt/,姑妈；姨妈,n.,A2
away,/əˈweɪ/,离开；远离,adv.,A2
awesome,/ˈɔsəm/,极好的；很棒的,adj.,A2
baby,/ˈbeɪbi/,婴儿,n.,A2
bad,/bæd/,坏的；糟糕的,adj.,A2
bag,/bæɡ/,包；袋子,n.,A2
ball,/bɔl/,球,n.,A2
banana,/bəˈnænə/,香蕉,n.,A2
thread,/θrɛd/,线程；线；螺纹,n.,B2
threshold,/ˈθrɛʃˌhoʊld/,门槛；阈值；临界点,n.,B2
thrilled,/θrɪld/,非常兴奋的；激动的,adj.,B2
thrive,/θraɪv/,繁荣；兴旺；茁壮成长,v.,B2
tide,/taɪd/,潮汐；潮流,n.,B2
tighten,/ˈtaɪtən/,收紧；使变紧；加强,v.,B2
timber,/ˈtɪmbər/,木材；木料,n.,B2
timely,/ˈtaɪmli/,及时的；适时的,adj.,B2
tobacco,/təˈbækoʊ/,烟草,n.,B2
tolerance,/ˈtɑlərəns/,容忍；宽容；容差,n.,B2
tolerate,/ˈtɑləˌreɪt/,容忍；忍受,v.,B2
toll,/toʊl/,通行费；代价；伤亡人数,n.,B2
torture,/ˈtɔrtʃər/,折磨；酷刑,"n., v.",B2
toss,/tɔs/,扔；抛；投掷,v.,B2
toxic,/ˈtɑksɪk/,有毒的；有害的,adj.,B2
trace,/treɪs/,痕迹；追踪；查找,n.,B2
trademark,/ˈtreɪdˌmɑrk/,商标,n.,B2
trail,/treɪl/,小路；踪迹；拖；跟踪,"n., v.",B2
trailer,/ˈtreɪlər/,拖车；预告片,n.,B2
transaction,/trænˈzækʃən/,交易；事务,n.,B2
transcript,/ˈtrænˌskrɪpt/,文字记录；成绩单；抄本,n.,B2
transformation,/ˌtrænsfərˈmeɪʃən/,转变；变化；改造,n.,B2
transit,/ˈtrænzɪt/,运输；过渡；通行,n.,B2
transmission,/trænzˈmɪʃən/,传输；传播；传送,n.,B2
transparency,/trænsˈpɛrənsi/,透明度；透明性,n.,B2
transparent,/trænsˈpɛrənt/,透明的；清晰易懂的,adj.,B2
trauma,/ˈtraʊmə/,创伤；精神创伤,n.,B2
treaty,/ˈtriti/,条约；协定,n.,B2
tremendous,/trəˈmɛndəs/,巨大的；极大的；非常好的,adj.,B2
tribal,/ˈtraɪbəl/,部落的；部族的,adj.,B2
tribute,/ˈtrɪbjut/,致敬；颂词；贡品,n.,B2
trigger,/ˈtrɪɡər/,触发；引发；诱因,n.,B2
trio,/ˈtrioʊ/,三人组；三件套,n.,B2
triumph,/traɪˈʌmf/,胜利；成功,n.,B2
trophy,/ˈtroʊfi/,奖杯；奖品,n.,B2
troubled,/ˈtrʌbəld/,忧虑的；动荡的；困难的,adj.,B2
trustee,/trʌˈsti/,受托人；理事,n.,B2
tuition,/tuˈɪʃən/,学费；教学,n.,B2
tumor,/ˈtumər/,肿瘤,n.,B2
turnout,/ˈtɝnˌaʊt/,到场人数；投票率；产量,n.,B2
turnover,/ˈtɝnˌoʊvər/,营业额；人员流动；翻转,n.,B2
twist,/twɪst/,扭转；转折；拧,"v., n.",B2
unconstitutional,/ˌʌnkɑnstəˈtuʃənəl/,违宪的,adj.,B2
undergraduate,/ˌʌndərˈɡrædʒuət/,本科生；本科的,n.,B2
underlying,/ˌʌndərˈlaɪɪŋ/,潜在的；根本的；基础的,adj.,B2
undermine,/ˌʌndərˈmaɪn/,削弱；暗中破坏,v.,B2
undoubtedly,/ʌnˈdaʊtɪdli/,无疑地；肯定地,adv.,B2
unify,/ˈjunəˌfaɪ/,统一；使一致,v.,B2
unprecedented,/ʌnˈprɛsɪˌdɛntɪd/,前所未有的,adj.,B2
unveil,/ʌnˈveɪl/,揭开；公布；推出,v.,B2
upcoming,/ˈʌpˌkʌmɪŋ/,即将到来的,adj.,B2
upgrade,/ʌpˈɡreɪd/,升级；改进,"v., n.",B2
uphold,/ʌpˈhoʊld/,维护；支持；坚持,v.,B2
utility,/juˈtɪləti/,实用性；公用事业；实用程序,n.,B2
utilize,/ˈjutəˌlaɪz/,利用；使用,v.,B2
utterly,/ˈʌtərli/,完全地；彻底地,adv.,B2
vacuum,/ˈvækjum/,真空；真空吸尘器,n.,B2
vague,/veɪɡ/,模糊的；含糊的,adj.,B2
validity,/vəˈlɪdəti/,有效性；合法性,n.,B2
vanish,/ˈvænɪʃ/,消失；突然不见,v.,B2
variable,/ˈvɛriəbəl/,变量；可变的,"n., adj.",B2
varied,/ˈvɛrid/,各种各样的；多变的,adj.,B2
vein,/veɪn/,静脉；血管；纹理,n.,B2
venture,/ˈvɛntʃər/,冒险；冒险活动；企业,"n., v.",B2
verbal,/ˈvɝbəl/,口头的；言语的,adj.,B2
verdict,/ˈvɝdɪkt/,裁决；判决,n.,B2
verify,/ˈvɛrəˌfaɪ/,核实；验证,v.,B2
verse,/vɝs/,诗；诗句,n.,B2
versus,/ˈvɝsəs/,对；与……相比,conj.,B2
vessel,/ˈvɛsəl/,船；容器；血管,n.,B2
veteran,/ˈvɛtərən/,老兵；经验丰富的人,n.,B2
viable,/ˈvaɪəbəl/,可行的；能存活的,adj.,B2
vibrant,/ˈvaɪbrənt/,充满活力的；鲜艳的,adj.,B2
vice,/vaɪs/,恶习；副职；罪恶,n.,B2
vicious,/ˈvɪʃəs/,恶毒的；凶残的；恶性的,adj.,B2
violate,/ˈvaɪəˌleɪt/,违反；侵犯,v.,B2
violation,/ˌvaɪəˈleɪʃən/,违反；侵犯,n.,B2
virtue,/ˈvɝtʃu/,美德；优点,n.,B2
vocal,/ˈvoʊkəl/,声音的；直言不讳的,adj.,B2
vow,/vaʊ/,发誓；誓言,v.,B2
vulnerability,/ˌvʌlnərəˈbɪləti/,脆弱性；易受攻击性,n.,B2
vulnerable,/ˈvʌlnərəbəl/,脆弱的；易受攻击的,adj.,B2
ward,/wɔrd/,病房；区域；保护,n.,B2
warehouse,/ˈwɛrˌhaʊs/,仓库,n.,B2
warfare,/ˈwɔrˌfɛr/,战争；战事,n.,B2
warrant,/ˈwɔrənt/,授权令；逮捕令；保证,"n., v.",B2
warrior,/ˈwɔriər/,战士；勇士,n.,B2
weaken,/ˈwikən/,削弱；变弱,v.,B2
weave,/wiv/,编织；交织,v.,B2
weed,/wid/,杂草；除草,n.,B2
well-being,/ˌwɛl ˈbiɪŋ/,幸福；健康；福祉,n.,B2
whatsoever,/ˌwʌtsoʊˈɛvər/,任何；丝毫（用于否定）,adv.,B2
whereby,/wɛrˈbaɪ/,凭借；通过……方式,adv.,B2
whip,/wɪp/,鞭子；鞭打,v.,B2
wholly,/ˈhoʊlli/,完全地；全部地,adv.,B2
widen,/ˈwaɪdən/,加宽；扩大,v.,B2
widow,/ˈwɪdoʊ/,寡妇,n.,B2
width,/wɪdθ/,宽度,n.,B2
willingness,/ˈwɪlɪŋnəs/,意愿；乐意,n.,B2
wipe,/waɪp/,擦；擦掉,v.,B2
wit,/wɪt/,机智；风趣,n.,B2
withdrawal,/wɪðˈdrɔəl/,撤回；退出；取款,n.,B2
workout,/ˈwɝkˌaʊt/,锻炼；训练,n.,B2
worship,/ˈwɝʃɪp/,崇拜；礼拜,"n., v.",B2
worthwhile,/ˌwɝθˈwaɪl/,值得的,adj.,B2
worthy,/ˈwɝði/,值得的；有价值的,adj.,B2
yell,/jɛl/,大喊；叫喊,v.,B2
yield,/jild/,产生；屈服；收益,"n., v.",B2
profitable,/ˈprɑfɪtəbəl/,有利可图的；盈利的,adj.,B2
profound,/prəˈfaʊnd/,深刻的；深远的,adj.,B2
projection,/prəˈdʒɛkʃən/,预测；投影；规划,n.,B2
prominent,/ˈprɑmənənt/,著名的；突出的,adj.,B2
pronounced,/prəˈnaʊnst/,明显的；显著的,adj.,B2
propaganda,/ˌprɑpəˈɡændə/,宣传；宣传材料,n.,B2
proposition,/ˌprɑpəˈzɪʃən/,主张；提议；命题,n.,B2
prosecute,/ˈprɑsəˌkjut/,起诉；检控,v.,B2
prosecution,/ˌprɑsəˈkjuʃən/,起诉；检察,n.,B2
prosecutor,/ˈprɑsəˌkjutər/,检察官；公诉人,n.,B2
prospective,/prəˈspɛktɪv/,预期的；潜在的,adj.,B2
prosperity,/prɑˈspɛrəti/,繁荣；兴旺,n.,B2
protective,/prəˈtɛktɪv/,保护的；防护的,adj.,B2
protocol,/ˈproʊtəˌkɑl/,协议；规程；礼仪,n.,B2
province,/ˈprɑvəns/,省；领域,n.,B2
provincial,/prəˈvɪnʃəl/,省的；地方的,adj.,B2
provision,/prəˈvɪʒən/,规定；供应；条款,n.,B2
provoke,/prəˈvoʊk/,激怒；引发；挑起,v.,B2
psychiatric,/ˌsaɪkiˈætrɪk/,精神病学的；精神健康方面的,adj.,B2
pulse,/pʌls/,脉搏；脉冲,n.,B2
pump,/pʌmp/,泵；抽水；打气,"v., n.",B2
punch,/pʌntʃ/,拳打；猛击,"n., v.",B2
query,/ˈkwɪri/,查询；疑问,n.,B2
quest,/kwɛst/,探索；追求,n.,B2
quota,/ˈkwoʊtə/,配额；限额,n.,B2
radar,/ˈreɪˌdɑr/,雷达,n.,B2
radical,/ˈrædɪkəl/,激进的；根本的,adj.,B2
rage,/reɪdʒ/,愤怒；暴怒,n.,B2
raid,/reɪd/,突袭；搜查,"n., v.",B2
rally,/ˈræli/,集会；恢复；反弹,"n., v.",B2
ranking,/ˈræŋkɪŋ/,排名；等级,n.,B2
rape,/reɪp/,强奸,"n., v.",B2
ratio,/ˈreɪʃioʊ/,比率；比例,n.,B2
rational,/ˈræʃənəl/,理性的；合理的,adj.,B2
ray,/reɪ/,射线；光线,n.,B2
readily,/ˈrɛdəli/,容易地；欣然地,adv.,B2
realization,/ˌriələˈzeɪʃən/,实现；认识；领悟,n.,B2
realm,/rɛlm/,领域；王国,n.,B2
rear,/rɪr/,后部；后方；养育,"adj., n.",B2
reasoning,/ˈrizənɪŋ/,推理；推论,n.,B2
reassure,/ˌriəˈʃʊr/,使安心；使放心,v.,B2
rebel,/ˈrɛbəl/,叛乱者；反抗,n.,B2
rebellion,/rɪˈbɛljən/,叛乱；反抗,n.,B2
recipient,/rɪˈsɪpiənt/,接收者；接受者,n.,B2
reconstruction,/ˌrikənˈstrʌkʃən/,重建；重构,n.,B2
recount1,/rɪˈkaʊnt/,叙述；讲述,v.,B2
recruitment,/rɪˈkrutmənt/,招聘；招募,n.,B2
referendum,/ˌrɛfərˈɛndəm/,公民投票；全民公投,n.,B2
reflection,/rɪˈflɛkʃən/,反映；反思；倒影,n.,B2
reform,/rɪˈfɔrm/,改革；改进,"n., v.",B2
refuge,/ˈrɛfjudʒ/,避难所；庇护,n.,B2
refusal,/rɪˈfjuːzəl/,拒绝,n.,B2
regain,/rɪˈɡeɪn/,重新获得；恢复,v.,B2
regardless,/rɪˈɡɑrdləs/,不管；不顾,adv.,B2
regime,/reɪˈʒim/,政权；制度,n.,B2
regulator,/ˈrɛɡjəˌleɪtər/,监管机构；调节器,n.,B2
regulatory,/ˈrɛɡjəˌlətɔri/,监管的；法规的,adj.,B2
rehabilitation,/ˌrihəˌbɪləˈteɪʃən/,康复；恢复；改造,n.,B2
reign,/reɪn/,统治；统治时期,"n., v.",B2
rejection,/rɪˈdʒɛkʃən/,拒绝；驳回,n.,B2
relevance,/ˈrɛləvəns/,相关性；关联,n.,B2
reliability,/rɪˌlaɪəˈbɪləti/,可靠性,n.,B2
reluctant,/rɪˈlʌktənt/,不情愿的；勉强的,adj.,B2
remainder,/rɪˈmeɪndər/,剩余部分；余数,n.,B2
remains,/rɪˈmeɪnz/,遗迹；遗骸；剩余物,n.,B2
remedy,/ˈrɛmədi/,补救措施；治疗方法,n.,B2
reminder,/rɪˈmaɪndər/,提醒；提示,n.,B2
removal,/rɪˈmuvəl/,移除；清除,n.,B2
render,/ˈrɛndər/,使成为；呈现；渲染,v.,B2
renew,/rɪˈnu/,更新；续期；恢复,v.,B2
renowned,/rɪˈnaʊnd/,著名的；有名望的,adj.,B2
replacement,/rɪˈpleɪsmənt/,替代；替代品,n.,B2
reportedly,/rɪˈpɔrtɪdli/,据报道,adv.,B2
representation,/ˌrɛprɪzɛnˈteɪʃən/,代表；表现；陈述,n.,B2
reproduce,/ˌriprəˈdus/,复制；繁殖,v.,B2
reproduction,/ˌriprəˈdʌkʃən/,复制；繁殖,n.,B2
republic,/rɪˈpʌblɪk/,共和国,n.,B2
resemble,/rɪˈzɛmbəl/,类似；像,v.,B2
reside,/rɪˈzaɪd/,居住；存在于,v.,B2
residence,/ˈrɛzɪdəns/,住所；居住,n.,B2
residential,/ˌrɛzɪˈdɛnʃəl/,住宅的；居住的,adj.,B2
residue,/ˈrɛzəˌdu/,残留物；剩余物,n.,B2
resignation,/ˌrɛzɪɡˈneɪʃən/,辞职；辞呈,n.,B2
resistance,/rɪˈzɪstəns/,抵抗；阻力,n.,B2
respective,/rɪˈspɛktɪv/,各自的；分别的,adj.,B2
respectively,/rɪˈspɛktɪvli/,分别地；各自地,adv.,B2
restoration,/ˌrɛstəˈreɪʃən/,恢复；修复,n.,B2
restraint,/rɪˈstreɪnt/,限制；克制,n.,B2
resume,/rɪˈzum/,继续；恢复；简历,v.,B2
retreat,/rɪˈtrit/,撤退；退却；静修,"n., v.",B2
retrieve,/rɪˈtriv/,找回；检索,v.,B2
revelation,/ˌrɛvəˈleɪʃən/,揭示；启示,n.,B2
revenge,/rɪˈvɛndʒ/,报复；复仇,n.,B2
reverse,/rɪˈvɝs/,颠倒；逆转；相反的,"v., n., adj.",B2
revival,/rɪˈvaɪvəl/,复兴；复苏,n.,B2
revive,/rɪˈvaɪv/,恢复；复苏,v.,B2
revolutionary,/ˌrɛvəˈluʃəˌnɛri/,革命的；革命者,adj.,B2
rhetoric,/ˈrɛtərɪk/,修辞；花言巧语,n.,B2
rifle,/ˈraɪfəl/,步枪,n.,B2
riot,/ˈraɪət/,暴乱；骚乱,n.,B2
rip,/rɪp/,撕裂；扯破,v.,B2
ritual,/ˈrɪtʃuəl/,仪式；惯例,n.,B2
robust,/roʊˈbʌst/,强健的；稳健的,adj.,B2
rod,/rɑd/,杆；棒,n.,B2
rookie,/ˈrʊki/,新手；新兵,n.,B2
roster,/ˈrɑstər/,名单；花名册,n.,B2
rotate,/ˈroʊˌteɪt/,旋转；轮换,v.,B2
rotation,/roʊˈteɪʃən/,旋转；轮换,n.,B2
ruling,/ˈrulɪŋ/,裁决；统治的,n.,B2
rumor,/ˈrumər/,谣言；传闻,n.,B2
sacred,/ˈseɪkrɪd/,神圣的,adj.,B2
sacrifice,/ˈsækrəˌfaɪs/,牺牲；献祭,"n., v.",B2
saint,/seɪnt/,圣人；圣徒,n.,B2
sake,/seɪk/,缘故；目的,n.,B2
sanction,/ˈsæŋkʃən/,制裁；批准,n.,B2
scattered,/ˈskætərd/,分散的；零散的,adj.,B2
scope,/skoʊp/,范围；领域,n.,B2
screw,/skru/,螺丝；拧紧,"v., n.",B2
scrutiny,/ˈskrutəni/,仔细审查；细察,n.,B2
seal,/sil/,封条；印章；密封,"v., n.",B2
secondly,/ˈsɛkəndli/,其次,adv.,B2
secular,/ˈsɛkjələr/,世俗的；非宗教的,adj.,B2
seemingly,/ˈsimɪŋli/,看似；表面上,adv.,B2
segment,/ˈsɛɡmənt/,部分；片段,n.,B2
seize,/siz/,抓住；夺取,v.,B2
seldom,/ˈsɛldəm/,很少；不常,adv.,B2
selective,/səˈlɛktɪv/,选择性的；挑剔的,adj.,B2
sensation,/sɛnˈseɪʃən/,感觉；轰动,n.,B2
sensitivity,/ˌsɛnsəˈtɪvəti/,敏感性；敏感度,n.,B2
sentiment,/ˈsɛntəmənt/,情感；观点,n.,B2
separation,/ˌsɛpəˈreɪʃən/,分离；分开,n.,B2
serial,/ˈsɪriəl/,连续的；系列,adj.,B2
settlement,/ˈsɛtəlmənt/,解决；定居；和解,n.,B2
setup,/ˈsɛtˌʌp/,设置；安排；装置,n.,B2
sexuality,/ˌsɛkʃuˈæləti/,性；性取向,n.,B2
shareholder,/ˈʃɛrˌhoʊldər/,股东,n.,B2
shatter,/ˈʃætər/,粉碎；破坏,v.,B2
shed,/ʃɛd/,流出；脱落；棚屋,v.,B2
sheer,/ʃɪr/,陡峭的；纯粹的；完全的,adj.,B2
shipping,/ˈʃɪpɪŋ/,运输；航运,n.,B2
shrink,/ʃrɪŋk/,缩小；收缩,v.,B2
shrug,/ʃrʌɡ/,耸肩,v.,B2
sigh,/saɪ/,叹气,"v., n.",B2
simulate,/ˈsɪmjəˌleɪt/,模拟；模仿,v.,B2
simulation,/ˌsɪmjəˈleɪʃən/,模拟；仿真,n.,B2
simultaneously,/ˌsaɪməlˈteɪniəsli/,同时地,adv.,B2
